id,features
1340,"[-0.5324393510818481, -0.0024605100043118, -0.1762603521347046, 0.15231014788150787, -1.1168112754821777, -2.0704145431518555, 0.4536173939704895, 0.4884588122367859, -0.46472111344337463, 1.4188485145568848]"
1350,"[-1.040824294090271, -0.4240483045578003, 0.9386649131774902, 1.304884433746338, -0.13309210538864136, -2.1920619010925293, 1.7833484411239624, -0.5622415542602539, -0.4273006319999695, 0.4258235991001129]"
1360,"[-0.23474858701229095, -0.5201888680458069, 0.8061489462852478, 0.47879549860954285, 0.23399963974952698, -2.3267276287078857, 1.539096474647522, 0.6977559924125671, -1.0319864749908447, 1.766075611114502]"
1370,"[-0.9333181381225586, 0.13251905143260956, 0.20779171586036682, 0.8707854151725769, -0.9181475043296814, -2.138766288757324, 1.24445641040802, 0.7990636825561523, -1.099406123161316, 1.4074527025222778]"
1380,"[-1.133727788925171, -0.37737950682640076, 0.11521591991186142, 1.122510313987732, 0.17579761147499084, -2.251607894897461, 1.2556674480438232, -0.8974279165267944, -1.0372694730758667, 0.986044704914093]"
1390,"[-0.9397349953651428, -0.5209710597991943, 0.6753591299057007, 1.241770625114441, -1.3049119710922241, -2.7255547046661377, 1.2039148807525635, 0.3534914255142212, 0.08162859082221985, 1.170415997505188]"
1400,"[-0.8597959280014038, -0.0703304186463356, 0.9207557439804077, 1.3193244934082031, -1.0096873044967651, -2.3389742374420166, 1.2060562372207642, 0.7660422921180725, -0.07339052855968475, 1.5167593955993652]"
1410,"[-1.1693661212921143, 0.052435919642448425, -0.1093701496720314, 1.6747678518295288, 0.026730168610811234, -2.7987608909606934, 1.8686836957931519, -0.43671584129333496, -1.2865458726882935, 1.0722393989562988]"
1420,"[-0.5695963501930237, 0.19449526071548462, 0.439721941947937, 0.5012843012809753, -0.5899964570999146, -2.5450727939605713, 1.1513588428497314, 0.6207183003425598, -0.6863083243370056, 1.7220479249954224]"
1430,"[-0.9969928860664368, 0.4574108421802521, 0.836189866065979, 0.055975139141082764, -0.4012361466884613, -2.397181272506714, 1.7750598192214966, 0.24051743745803833, -0.22729253768920898, 1.557428240776062]"
1440,"[-0.018293237313628197, 0.03027804009616375, 0.7154642939567566, -0.8257583379745483, -1.0061718225479126, -2.2631330490112305, 1.6087344884872437, -0.41820278763771057, -0.9418222904205322, 0.7363241314888]"
1450,"[-0.9630386233329773, -1.0855909585952759, 0.8990078568458557, 0.25026410818099976, -0.5491610765457153, -2.0142428874969482, 1.3511368036270142, 1.0094021558761597, 0.020644808188080788, 1.1101014614105225]"
1460,"[-2.885521650314331, -1.8040262460708618, -0.08399125933647156, 0.12606990337371826, 0.7240278124809265, -2.7491466999053955, 0.9648115038871765, -1.9119819402694702, -0.13257285952568054, -0.8194006681442261]"
1470,"[-1.2835276126861572, -0.2791457772254944, -0.275701105594635, 1.6881426572799683, -0.9440658688545227, -1.7778950929641724, 1.7723983526229858, -0.025448264554142952, -0.14564098417758942, 1.4387437105178833]"
1480,"[-0.08828792721033096, 0.6818011403083801, 0.48333537578582764, 0.1263054609298706, -0.05637255311012268, -2.5553197860717773, 1.5396422147750854, 0.31680336594581604, -0.6365926861763, 1.540051817893982]"
1490,"[-0.7484300136566162, -0.11687839776277542, 0.6333798170089722, 1.268410325050354, -0.4850139915943146, -2.870148181915283, 1.7807799577713013, 0.17557139694690704, -0.15734541416168213, 0.9032809734344482]"
1500,"[-0.5765298008918762, 0.7806495428085327, 1.0763763189315796, 0.1189829558134079, -1.3766528367996216, -1.9354712963104248, 1.8937700986862183, 0.00113301957026124, 0.054639074951410294, 2.1296780109405518]"
1510,"[-1.3165096044540405, -1.0802615880966187, 0.8434292674064636, 0.48978230357170105, -1.6081030368804932, -3.0607802867889404, 1.2449522018432617, 0.2762581706047058, -0.19106484949588776, 0.6169080138206482]"
1520,"[-1.6777145862579346, -1.4064748287200928, 0.13427814841270447, 1.5082628726959229, -0.67705899477005, -2.2020108699798584, 0.8872355222702026, 2.8615150451660156, -0.6766420602798462, 1.3580162525177002]"
1530,"[-0.8666797280311584, 0.3400677442550659, 0.5194600224494934, 0.6877682209014893, -0.6942562460899353, -2.3806135654449463, 1.4264657497406006, 0.45456281304359436, -0.8155420422554016, 1.373833417892456]"
1540,"[-1.0334913730621338, 0.05138801783323288, 0.43963348865509033, 0.7669343948364258, -0.6207568645477295, -2.132567882537842, 2.1233222484588623, -0.01880129985511303, -0.5518513321876526, 0.7668654918670654]"
1550,"[-0.6165609955787659, -0.12216033041477203, 1.5915895700454712, -0.5651153922080994, -0.34413790702819824, -2.2993624210357666, 1.1027194261550903, -0.5150431394577026, -0.05708000436425209, 1.805100917816162]"
1560,"[-1.0352864265441895, -0.0786769837141037, 0.29143962264060974, 0.9957857728004456, -0.5415520668029785, -2.5419304370880127, 1.14423668384552, 0.5317404866218567, -1.1344691514968872, 0.9582518935203552]"
1570,"[-0.7862671613693237, -0.08543256670236588, 0.591312050819397, 0.19957472383975983, -1.190743088722229, -1.9523829221725464, 1.2582591772079468, -0.009915041737258434, -1.1611487865447998, 1.6229248046875]"
1580,"[-0.8812103867530823, -0.5090534090995789, 0.6923683881759644, 0.06875764578580856, 0.537650465965271, -1.8769679069519043, 1.6826837062835693, 0.5495116710662842, -1.1704697608947754, 0.8793329000473022]"
1590,"[-0.30104860663414, -1.344261884689331, 0.5787992477416992, 0.310836523771286, -1.8423817157745361, -2.2008824348449707, 1.6145174503326416, 1.4147825241088867, -0.587141752243042, 1.454028844833374]"
1600,"[-1.3303186893463135, -0.5332762002944946, 0.4911055564880371, 0.9745134115219116, -0.7965182065963745, -2.2853167057037354, 1.2815037965774536, 0.29829835891723633, -0.7762258648872375, 1.2358380556106567]"
1610,"[-1.865065097808838, 0.6098343133926392, -0.6726751327514648, 0.7539207339286804, 0.5905206203460693, -3.200085163116455, 1.5388076305389404, -0.5984697937965393, 0.9804342985153198, 0.882591962814331]"
1620,"[0.20870062708854675, 0.5596033334732056, 1.3545221090316772, 1.3446917533874512, -0.6980092525482178, -2.439162254333496, 0.6305524706840515, 0.5744901299476624, -0.8112033009529114, 1.869863510131836]"
1630,"[-0.7041471004486084, -0.28653550148010254, 0.9456034302711487, 0.45652663707733154, -0.6742144823074341, -1.9681851863861084, 1.1185638904571533, 0.7095486521720886, -0.32650208473205566, 1.232620120048523]"
1640,"[-1.0272023677825928, -0.22426412999629974, 0.2691918909549713, 0.5288576483726501, -0.5334625244140625, -2.1491169929504395, 0.7430324554443359, -0.08627130091190338, -0.16861146688461304, 1.4763834476470947]"
1650,"[-1.0606085062026978, 0.04148370400071144, 0.22734074294567108, 0.6701954007148743, -0.7567393183708191, -2.2187936305999756, 1.0932650566101074, 0.30075058341026306, -0.8645226955413818, 1.7034639120101929]"
1660,"[-0.8062407970428467, 0.24022045731544495, 0.8553977608680725, 0.3092000484466553, 0.26258552074432373, -2.3248400688171387, 1.7507216930389404, 0.3693738281726837, -0.018376443535089493, 1.0220776796340942]"
1670,"[-0.9070224165916443, 0.16792313754558563, 0.9815226197242737, 1.024377465248108, 0.2433372586965561, -2.730189800262451, 1.6679781675338745, 0.9779682755470276, -0.3872590959072113, 1.330611228942871]"
1680,"[-0.7947372198104858, 1.0111397504806519, 0.6706976890563965, 0.8167779445648193, 0.0813722237944603, -2.2672040462493896, 1.5526368618011475, 0.4108893871307373, -0.7909712791442871, 0.6983178853988647]"
1690,"[-0.9310231804847717, -0.5288309454917908, 0.4817257225513458, 1.3015457391738892, -0.6713924407958984, -2.221463441848755, 1.7226728200912476, 0.08229602128267288, -0.41437405347824097, 1.2232309579849243]"
1700,"[-2.0705602169036865, 1.1318943500518799, -0.10228303074836731, 1.1974340677261353, -1.0041470527648926, -2.5168607234954834, 1.260616421699524, 0.10636105388402939, -1.5330090522766113, 0.274311900138855]"
1710,"[-0.2915506362915039, 0.3596251606941223, 0.7818109393119812, 0.3209114074707031, -0.033251337707042694, -2.454702854156494, 1.8265466690063477, 0.24541877210140228, -0.9046100974082947, 1.3207658529281616]"
1720,"[-0.7781273126602173, 0.07880383729934692, 0.4291601777076721, 1.019780158996582, -0.35536321997642517, -2.6039912700653076, 1.691123366355896, 0.4178047478199005, -0.5569421648979187, 1.3905686140060425]"
1730,"[-1.0886913537979126, -0.790254533290863, -0.40936389565467834, 0.349047988653183, 0.9688727259635925, -2.8457846641540527, 2.3163514137268066, -0.06588607281446457, 0.4474724531173706, 0.7678622603416443]"
1740,"[-0.13931438326835632, 1.0464061498641968, 0.887688159942627, 0.26921093463897705, -0.2825884521007538, -2.621732711791992, 1.207895040512085, 0.7749463319778442, -0.30167004466056824, 0.5854093432426453]"
1750,"[-0.4347209334373474, -0.45136380195617676, 0.8518213033676147, 0.6109103560447693, 0.9849315881729126, -2.5011088848114014, 0.6705703735351562, 0.9389326572418213, -0.43002012372016907, -0.9751041531562805]"
1760,"[-1.2828036546707153, -0.6282499432563782, 0.3087017238140106, 1.0227736234664917, -0.630820631980896, -1.873610019683838, 2.0456700325012207, 1.3597347736358643, -0.6286216974258423, 0.7749070525169373]"
1770,"[-0.7608884572982788, 0.007342797704041004, 0.5320143699645996, 0.6721161603927612, -0.2281779944896698, -2.3161838054656982, 1.6236741542816162, 0.4018183648586273, -0.21357686817646027, 1.2157610654830933]"
1780,"[-0.8793874382972717, -0.38048243522644043, 0.4917944371700287, 0.6600804924964905, -0.659365713596344, -1.9779175519943237, 1.3710877895355225, 0.06746149063110352, -0.33312126994132996, 0.4125269055366516]"
1790,"[-0.6902927756309509, 0.417630136013031, -1.5258777141571045, 1.4873520135879517, -0.5866883993148804, -2.476094961166382, 2.8475427627563477, -0.6685813069343567, -0.7171739935874939, 1.471666693687439]"
1800,"[-0.5986610651016235, 0.1267138421535492, 0.24751713871955872, -0.15026995539665222, -0.8250707983970642, -2.844365358352661, 1.7801728248596191, 0.2679235637187958, -0.2723427414894104, 1.9194742441177368]"
1810,"[0.228334441781044, 0.1871955394744873, 1.9219402074813843, 1.0343399047851562, -0.7424025535583496, -1.9602078199386597, 1.4201949834823608, -0.24478967487812042, -0.25522559881210327, 0.5040895342826843]"
1820,"[-1.2274038791656494, 0.1580885648727417, -0.1626640409231186, 0.8290449976921082, -0.9844200015068054, -2.845270872116089, 0.8891004323959351, 0.19668923318386078, -0.4020637273788452, 1.3758846521377563]"
1830,"[-1.6307721138000488, -0.09345655888319016, -0.2738434970378876, -0.9731924533843994, -0.6765691041946411, -2.8568341732025146, 2.189936876296997, -1.3995572328567505, -0.39149147272109985, 1.1352587938308716]"
1840,"[-0.19765251874923706, 0.6531814932823181, -0.2182324379682541, 0.42735981941223145, 0.17197537422180176, -2.4516427516937256, 1.9423128366470337, 0.09525793790817261, -0.7728975415229797, 2.816124677658081]"
1850,"[-1.1415678262710571, -0.6788101196289062, -0.15257345139980316, 1.6073708534240723, -0.1495605707168579, -1.9839208126068115, 2.300180196762085, 0.0774633139371872, -0.04795126989483833, 1.9921035766601562]"
1860,"[-0.3963301479816437, -0.8827797770500183, 0.3041468560695648, 1.0509425401687622, -1.318074107170105, -2.2258639335632324, 1.4218826293945312, -0.034556567668914795, -0.7264805436134338, 1.1564445495605469]"
1870,"[-1.4486864805221558, -1.1924188137054443, 0.13182105123996735, 1.4123749732971191, -1.0586000680923462, -2.280656099319458, 1.4087862968444824, 0.10924939811229706, -0.19105468690395355, 1.0245308876037598]"
1880,"[-0.7859559655189514, 0.014562836848199368, 0.5330855846405029, 0.607246994972229, -0.5582794547080994, -2.3980367183685303, 1.4002686738967896, 0.22279539704322815, -0.6681029796600342, 1.2631646394729614]"
1890,"[0.20907768607139587, 0.04525722935795784, 0.9331568479537964, 0.8389331102371216, -0.4546048939228058, -2.0618033409118652, 2.0300214290618896, -0.15654252469539642, -0.3219949007034302, 1.5516018867492676]"
1900,"[-0.736045241355896, -0.2902652621269226, 1.3387318849563599, 1.0216914415359497, 0.5488981604576111, -2.737805128097534, 1.1487302780151367, -0.4789106249809265, -0.16561152040958405, 0.49845921993255615]"
1910,"[-1.8147246837615967, 0.8983116149902344, -0.3756769895553589, 0.72344571352005, 1.2320902347564697, -1.984074354171753, 2.0175936222076416, 0.43447059392929077, 0.7449701428413391, 1.0745651721954346]"
1920,"[-0.686198353767395, -0.8058534860610962, 0.19692790508270264, 1.8480616807937622, -0.44576317071914673, -2.312018632888794, 1.4192930459976196, 0.18735972046852112, -0.10861913859844208, 0.579085648059845]"
1930,"[-0.3044406771659851, -0.3179232180118561, 0.8113469481468201, 0.6049507260322571, -0.06042018160223961, -2.1004412174224854, 2.246539831161499, -0.13642562925815582, -0.24910135567188263, 1.3323047161102295]"
1940,"[-0.4637167453765869, 0.5550888180732727, 0.5543272495269775, 1.0897119045257568, 0.6978251934051514, -3.2038540840148926, 2.0799338817596436, -0.07387644797563553, -0.8584372997283936, 0.7928261756896973]"
1950,"[0.08574356883764267, 0.13950514793395996, 1.2433809041976929, 1.3199002742767334, -0.10481224209070206, -2.4067482948303223, 1.5397964715957642, 0.5537108182907104, -1.0207382440567017, 0.9571173191070557]"
1960,"[-0.7680328488349915, -0.22754110395908356, 0.7537189722061157, 0.15790310502052307, -0.7453623414039612, -2.841101884841919, 0.6573259830474854, 0.6572450995445251, -0.4816438853740692, 0.83599454164505]"
1970,"[-0.09108678996562958, 0.34428003430366516, 1.0123023986816406, -0.15057095885276794, -0.7809191942214966, -2.414938449859619, 1.8063714504241943, -0.021224701777100563, -0.8791105151176453, 0.6927534937858582]"
1980,"[-0.7673749327659607, 0.02683247998356819, 1.0211982727050781, 0.6107808351516724, -0.6209630966186523, -2.386108160018921, 1.142709732055664, 0.6716052889823914, -0.5112066864967346, 1.4194625616073608]"
1990,"[-1.584620714187622, -0.9606475234031677, 1.3075498342514038, 0.7084388732910156, -1.3269323110580444, -1.7171988487243652, 1.856585144996643, -0.47931864857673645, 1.1764905452728271, 1.6677089929580688]"
2000,"[-1.0854058265686035, -0.1843973696231842, 0.9991486072540283, 0.4243175685405731, 0.1469823569059372, -2.6216039657592773, 1.1636619567871094, 1.2991704940795898, -0.19886741042137146, 0.5928422808647156]"
2010,"[-0.15895825624465942, -0.25772252678871155, 0.36189475655555725, -0.0007230668561533093, -0.45244717597961426, -2.5228278636932373, 1.1159520149230957, -0.09679081290960312, -0.6750741004943848, 1.3283848762512207]"
2020,"[-1.0835886001586914, 0.2825065851211548, 0.24977068603038788, 0.8983344435691833, -0.8606427907943726, -2.342471122741699, 1.201059103012085, 0.47904545068740845, -0.4079863131046295, 0.8845884203910828]"
2030,"[-0.5405130386352539, 0.5310870409011841, 1.0795639753341675, 0.44134941697120667, -0.5450156331062317, -2.433227062225342, 1.0930904150009155, 0.5090317726135254, -0.919059157371521, 1.0469110012054443]"
2040,"[-1.2599210739135742, -1.2904000282287598, 0.47419434785842896, 0.08760325610637665, 0.5301445126533508, -1.6303439140319824, 3.0439109802246094, 0.9767105579376221, 0.07196258008480072, -0.8584713935852051]"
2050,"[-1.2354199886322021, -0.07960698008537292, 0.6493021845817566, 0.8399937152862549, -0.23195630311965942, -2.4276111125946045, 1.7132054567337036, 0.4898841083049774, -0.25891512632369995, 0.9249790906906128]"
2060,"[-0.8414109945297241, 0.3713994026184082, 0.08426515012979507, 0.8704473376274109, -0.8553630113601685, -2.4166672229766846, 1.299078106880188, 0.3870162069797516, -0.455299437046051, 0.6207501292228699]"
2070,"[-0.6464915871620178, 0.16139476001262665, 1.2132387161254883, 1.0292795896530151, -0.8021512031555176, -2.7404849529266357, 1.63474440574646, -0.09071873873472214, -0.5974681973457336, 1.4527074098587036]"
2080,"[0.011236483231186867, -0.7795367240905762, 0.7581055164337158, 0.5540512800216675, -1.079921007156372, -3.0218217372894287, 0.7110417485237122, 0.5284785032272339, -0.24745386838912964, 1.182372808456421]"
2090,"[-1.641085147857666, -0.20484232902526855, 0.27327194809913635, 1.2826335430145264, -0.7748201489448547, -2.5269904136657715, 1.3457179069519043, -0.09587270766496658, -0.5831882357597351, 1.241581678390503]"
2100,"[-1.0354036092758179, 0.3673171401023865, 0.5899801850318909, 1.2451602220535278, -0.5622863173484802, -2.3295323848724365, 1.447275996208191, 0.5742955207824707, 0.11998414248228073, 1.0847811698913574]"
2110,"[-0.7010290026664734, -0.9388893246650696, 0.39679965376853943, 1.2705236673355103, -0.36839938163757324, -2.494082450866699, 0.8968238830566406, -0.7567596435546875, -1.2483880519866943, 0.7086408138275146]"
2120,"[-0.8324788212776184, 0.7712273597717285, 0.3384515345096588, 0.5266562700271606, 0.18732868134975433, -2.3334743976593018, 1.947608232498169, -0.3076469898223877, -0.6589950323104858, 0.558467447757721]"
