id,features
1410,"[-0.912224531173706, -0.6044241786003113, 0.8292649388313293, 0.44587090611457825, 0.7086719870567322, 0.10159273445606232, 0.823663055896759, 0.03153850510716438, -0.16462256014347076, 0.3218490779399872]"
1420,"[-0.5159792304039001, -0.8472974896430969, 0.18872006237506866, -0.8604841828346252, -0.5693963766098022, -1.0334194898605347, 0.4404715597629547, -0.40194764733314514, -0.8941349983215332, 0.14694786071777344]"
1430,"[-0.07194443792104721, 0.007975568994879723, 0.055586930364370346, 0.01777312159538269, -0.038626380264759064, -0.1799069494009018, 0.10368845611810684, 0.003363608615472913, -0.022614214569330215, 0.09981446713209152]"
1440,"[-1.0603691339492798, -0.013018960133194923, 0.7528870105743408, -0.17656400799751282, -0.20492543280124664, -0.21561981737613678, 0.8322160840034485, -0.007410794962197542, -0.14628010988235474, -0.29199323058128357]"
1450,"[-1.0879217386245728, -1.17715585231781, 1.812383770942688, -0.73898845911026, 0.5298824906349182, -0.7476315498352051, 0.35033780336380005, 0.6274850368499756, 0.3525697588920593, 0.3163008689880371]"
1460,"[-0.19301770627498627, 0.9782455563545227, 0.6315430402755737, 1.2706037759780884, 0.10154036432504654, -0.27752885222435, 0.054214250296354294, 0.25380954146385193, -0.06377473473548889, 0.23500005900859833]"
1470,"[-0.327737957239151, 0.1088872104883194, 0.009122212417423725, 0.39915430545806885, 0.013636852614581585, -0.6818753480911255, 0.3748856782913208, 0.08340317010879517, 0.011295829899609089, 0.08349523693323135]"
1480,"[0.4592634439468384, -0.12588003277778625, 0.5696025490760803, 0.49489572644233704, -0.02717880718410015, -0.8454275727272034, 0.852190375328064, -0.19931352138519287, -0.24216443300247192, -0.37058907747268677]"
1490,"[-0.22412048280239105, 0.301296204328537, 0.2859960198402405, 1.229188084602356, -0.2370014190673828, -0.48618271946907043, -0.18699437379837036, -0.11003272980451584, -0.014805574901401997, -0.40839526057243347]"
1500,"[0.008402547799050808, -0.10261089354753494, 0.3753167390823364, 0.26911285519599915, 0.1318865269422531, -0.6926730871200562, 0.7110325694084167, 0.14664670825004578, -0.4028204679489136, 0.43887564539909363]"
1510,"[-0.15794453024864197, 0.010489820502698421, 0.5198111534118652, 0.024708090350031853, -0.08748199045658112, -0.6703934073448181, 0.19261841475963593, 0.2134382128715515, -0.16139894723892212, 0.21220967173576355]"
1520,"[-1.3681080341339111, 1.757300853729248, -0.4527589678764343, 0.8426573872566223, -0.39675483107566833, 0.5980581045150757, 1.0952235460281372, 0.13632579147815704, -0.5651432275772095, 0.4471351206302643]"
1550,"[-0.6094522476196289, 0.34168222546577454, 0.3770342469215393, 0.37234458327293396, -0.18652459979057312, -0.3031926453113556, 0.7420482039451599, -0.222669318318367, -0.1934150755405426, -0.24687020480632782]"
1570,"[-0.10642921924591064, 2.0149483680725098, 0.5305550694465637, 0.571392834186554, -0.5373563170433044, -0.5749244689941406, -0.09085679054260254, -1.9480805397033691, -1.5449974536895752, -0.08882545679807663]"
1580,"[-0.5323175191879272, -0.19940027594566345, 0.22102884948253632, 0.4351884126663208, -0.032592128962278366, -0.6837904453277588, 0.41343268752098083, -0.28688350319862366, -0.416568785905838, 0.30568835139274597]"
1590,"[0.09585285186767578, 0.31691622734069824, -0.45384103059768677, 0.050882283598184586, 0.38786566257476807, -0.8041426539421082, 0.5847876071929932, 0.39168187975883484, -0.19231794774532318, -0.12109991163015366]"
1600,"[0.6383254528045654, -0.7189521193504333, 0.07226040959358215, -0.47314441204071045, 0.0688382014632225, -1.1984905004501343, 0.25066372752189636, 0.6697629690170288, -0.34368300437927246, 0.06254566460847855]"
1610,"[-0.30690720677375793, -0.33591926097869873, 0.22405804693698883, 0.32857128977775574, -0.3471662998199463, -0.9694299697875977, 0.3965013921260834, -0.06184227019548416, -0.07971598207950592, 0.17514480650424957]"
1620,"[-0.22613023221492767, -0.11409085988998413, 0.2401576042175293, 0.6270827651023865, -0.08058128505945206, -0.47951796650886536, 0.8578312397003174, -0.10325931012630463, 0.4094666540622711, 0.15987372398376465]"
1630,"[-0.2042497992515564, -0.03792417049407959, -0.031755298376083374, 0.25558918714523315, -0.139439195394516, -0.27091532945632935, 0.262245774269104, -0.0039763362146914005, -0.019181465730071068, 0.19072385132312775]"
1640,"[-0.6406926512718201, 0.31577855348587036, 0.40288442373275757, 0.7809954285621643, -0.008283502422273159, -0.5952140688896179, 0.3603781759738922, 0.05540410429239273, 0.10458119213581085, -0.5350986123085022]"
1650,"[-0.35230332612991333, -0.6716116070747375, 1.1678704023361206, 0.26080578565597534, 0.41392797231674194, -0.3094509243965149, 1.2683237791061401, 0.5074695348739624, -0.2574115991592407, -0.7421904802322388]"
1660,"[-0.2488960474729538, 0.0745781660079956, 0.953600287437439, 0.08792281150817871, 0.36150652170181274, -1.104504108428955, 0.2311776876449585, 0.21404147148132324, -0.06887330114841461, -0.14500044286251068]"
1670,"[-0.24915188550949097, 0.005200165789574385, 1.5267539024353027, 0.37209638953208923, 0.2773876488208771, -0.8956592679023743, 0.01101189199835062, -0.0178567823022604, 0.4886973798274994, 0.23505015671253204]"
1680,"[-0.4245223104953766, -0.12920968234539032, 0.5850432515144348, 0.43667200207710266, 0.2899322807788849, -0.43422383069992065, 0.6643261313438416, 0.3128889799118042, -0.008237721398472786, 0.5941950082778931]"
1690,"[-0.032147396355867386, 0.36772260069847107, 0.018030479550361633, 0.5553610324859619, 0.03978457301855087, -0.692324161529541, 0.6648210883140564, -0.28306806087493896, -0.13879261910915375, -0.17353709042072296]"
1720,"[0.0753113403916359, -0.19425423443317413, -0.9161271452903748, 0.2909892201423645, -0.18352565169334412, -0.6508259177207947, -0.2881828844547272, 0.19821394979953766, -0.3122183382511139, -0.12186190485954285]"
1730,"[-0.4339110851287842, -0.09658516198396683, 0.8397249579429626, -0.0913252905011177, 0.3936501443386078, -0.7693484425544739, 0.5892590284347534, 0.6768336892127991, 0.013808446936309338, 0.2073340266942978]"
1750,"[-0.9599280953407288, 0.3338201642036438, 0.4530556797981262, 0.9023750424385071, 0.0732741504907608, -0.39306405186653137, -0.1290203332901001, 0.19500917196273804, -0.32996833324432373, -0.3170723617076874]"
1760,"[-0.3824778199195862, 0.5878187417984009, 0.4464976489543915, 0.8565234541893005, 0.07200301438570023, 0.14577744901180267, 0.49080461263656616, 0.15103259682655334, -0.37858691811561584, 0.1535867154598236]"
1770,"[0.023188391700387, -0.20794221758842468, 0.6258274912834167, 0.14105059206485748, 0.37707799673080444, -0.9987337589263916, 0.8514552116394043, -0.09071938693523407, 0.4418075382709503, -0.3353506326675415]"
1780,"[-1.2752387523651123, -0.1625632792711258, 0.9199729561805725, 0.44134682416915894, 1.117247462272644, -1.2330845594406128, 0.4122351408004761, -0.11342064291238785, 1.6678082942962646, 0.023890968412160873]"
1810,"[-0.12696078419685364, 0.03245798870921135, 0.681445300579071, 0.20945671200752258, 0.05243419110774994, -0.7728560566902161, 0.5974258184432983, 0.4032328724861145, 0.0031256761867552996, 0.08362360298633575]"
1820,"[-0.16617874801158905, -0.015350052155554295, 0.18615150451660156, 0.14060364663600922, -0.10552570223808289, -0.39990097284317017, 0.2094026803970337, 0.08107946813106537, -0.07268199324607849, 0.18037907779216766]"
1830,"[0.1573418378829956, 0.13030903041362762, 0.14886264503002167, 0.15804797410964966, -0.04878391698002815, -0.8009569644927979, 0.6360676288604736, -0.18755902349948883, -0.3265571594238281, -0.09077586978673935]"
1840,"[-0.1365855187177658, 0.03578362613916397, 0.4414198100566864, 0.20248174667358398, 0.06449030339717865, -0.7462169528007507, 0.6247112154960632, 0.3789169490337372, -0.2501612901687622, 0.05956019461154938]"
1850,"[0.2464829832315445, -0.15197040140628815, 1.4305388927459717, 0.28896358609199524, 1.433119535446167, -2.163020372390747, -0.9061347246170044, -1.0534907579421997, 0.5704949498176575, -0.5799503922462463]"
1860,"[-0.3183920681476593, 0.47980713844299316, 0.9827749729156494, -0.41767075657844543, 0.6437956690788269, -0.40419259667396545, 1.0805362462997437, 0.14626827836036682, -0.37270718812942505, 0.6303998231887817]"
1870,"[-0.10163313895463943, -0.5012324452400208, 1.072512149810791, 0.28858301043510437, 0.4019821882247925, -0.7234487533569336, 0.5890381336212158, -0.02221032977104187, 0.3035106062889099, 0.09876713156700134]"
1880,"[0.5939646363258362, 1.00469172000885, 0.7400215864181519, 0.9529773592948914, 0.2583544850349426, -1.1338169574737549, 0.4541037380695343, 0.3308541774749756, 0.49505555629730225, -0.3940303325653076]"
1890,"[-0.9303521513938904, -0.5996363162994385, -0.47914236783981323, 0.3103593587875366, 0.49998944997787476, -0.6432512998580933, 0.25683286786079407, 0.7670317888259888, 1.164312720298767, 0.04556488245725632]"
1900,"[-1.079310655593872, -0.05408690497279167, 1.3389904499053955, 0.010143456980586052, 0.7634580135345459, -0.3578125536441803, 0.3429562747478485, -0.06102423742413521, -0.7140911817550659, 0.9181559085845947]"
1910,"[0.26230186223983765, 0.13400450348854065, 0.5438283681869507, 0.11457851529121399, 0.29179802536964417, -0.741447389125824, 0.3405478596687317, 0.36182957887649536, -0.006032942794263363, 0.9701457619667053]"
1920,"[-0.3035033345222473, 0.6268213987350464, 0.02801857888698578, 0.8568885922431946, -0.038285281509160995, -0.2995780408382416, 0.6375331878662109, -0.04004167020320892, -0.24327784776687622, 0.029770882800221443]"
1930,"[-2.3028738498687744, 1.778441071510315, -0.010351300239562988, 1.5860929489135742, 0.0410829596221447, -1.695547103881836, -2.2521514892578125, -0.9208082556724548, -0.9982414841651917, -0.7695826888084412]"
1940,"[-0.3277449607849121, -0.3340437114238739, 0.6666248440742493, 0.23083902895450592, 0.28413936495780945, -1.4334052801132202, -0.2704043984413147, 0.2634827792644501, -0.26720553636550903, 0.06235523521900177]"
1950,"[-0.6603842973709106, -0.10414306819438934, 0.8085662722587585, -0.07261641323566437, -0.163322314620018, -1.1068967580795288, 0.15685203671455383, 0.32457879185676575, 0.0546448789536953, 0.11950943619012833]"
1960,"[-0.41209399700164795, 0.09706627577543259, 0.9713526368141174, -0.06692290306091309, 0.1711348444223404, -1.0141767263412476, 0.3085840046405792, 0.21135994791984558, -0.1160268485546112, 0.21520820260047913]"
1970,"[-0.9593954086303711, 0.5725098848342896, -0.1368539184331894, -0.3749064803123474, 0.46123918890953064, -1.028151273727417, -0.07770082354545593, 0.45835980772972107, -0.16110123693943024, -0.1946888267993927]"
1980,"[-0.2771809697151184, 0.7614637613296509, -0.2562076151371002, -0.030126946046948433, 0.7277184724807739, -1.148145079612732, -0.08435530960559845, 0.4748287498950958, 0.34156274795532227, -0.4124051034450531]"
1990,"[-0.5722931623458862, 0.49958476424217224, 0.7505698204040527, 0.05020206421613693, -0.05954262986779213, -0.2515145540237427, 0.8712651133537292, -0.38076165318489075, -0.026969395577907562, -0.8882001638412476]"
2000,"[-0.5613133311271667, -0.08172455430030823, -0.06153373047709465, 0.3709188401699066, -0.3613651692867279, -0.8504995107650757, 0.37301766872406006, -0.038225412368774414, -0.061563413590192795, 0.24308978021144867]"
2010,"[-0.5385453104972839, 0.6000942587852478, 1.0583341121673584, 0.07950194925069809, -0.11478287726640701, -0.7277145981788635, 0.3075489401817322, 0.027196742594242096, -0.7760258913040161, 0.08777851611375809]"
2020,"[-0.12908630073070526, 0.08710245043039322, 0.674866259098053, 0.048663683235645294, 0.0457218736410141, -0.9684532880783081, 0.4577658474445343, 0.34921926259994507, -0.1071871742606163, 0.28091591596603394]"
2040,"[-0.6195279955863953, 0.5645527243614197, 0.4816448390483856, 0.8660135269165039, 0.32173219323158264, -0.5651434659957886, 0.09409179538488388, 0.1537938117980957, -0.07535971701145172, 0.07785195857286453]"
2050,"[-0.7883256077766418, 0.6990994811058044, 0.3342509865760803, 0.4110782742500305, 0.3310638964176178, -1.0941064357757568, -0.29527485370635986, -0.6656840443611145, 0.5882893800735474, -0.354317307472229]"
2060,"[-0.3137367367744446, 0.5119656324386597, 0.29416483640670776, 0.044913701713085175, 0.24623189866542816, -0.44950973987579346, 1.1481451988220215, -0.14668191969394684, 0.04823197051882744, -0.1986781358718872]"
2070,"[-0.3486407399177551, -0.12461473047733307, 1.0899505615234375, 0.11423720419406891, 0.02193852886557579, -1.2591372728347778, 0.04863433167338371, 0.6823427081108093, 0.007170080207288265, -0.4573434293270111]"
2080,"[-0.7712449431419373, 0.10087153315544128, 0.3500840365886688, 0.5990042090415955, -0.1910790354013443, -0.7937085032463074, -0.0152322668582201, 0.5771804451942444, -0.3864704668521881, 0.161323681473732]"
2090,"[-0.31112635135650635, 0.3026250898838043, 0.16088582575321198, 0.9379963874816895, 0.12733718752861023, -0.8005897402763367, -0.20796282589435577, 0.47370025515556335, -0.5103206038475037, 0.3921297490596771]"
2100,"[-0.6713612079620361, 0.18977920711040497, 0.3529505133628845, 0.426855206489563, -0.33204057812690735, -0.5857475996017456, 0.30465972423553467, 0.241134375333786, -0.1654367446899414, 0.1837647259235382]"
2110,"[-0.07799125462770462, 0.19555921852588654, 0.5102148652076721, 0.15794077515602112, 0.21618038415908813, -0.9279218316078186, 0.38180476427078247, -0.33862099051475525, -0.3075881004333496, 0.051177214831113815]"
2120,"[-0.4510727822780609, 0.27709949016571045, -0.09457340836524963, 0.2704315185546875, 0.09151554107666016, -0.7917595505714417, 0.568244218826294, -0.04096673056483269, -0.13154825568199158, -0.34125086665153503]"
2130,"[-0.026880493387579918, -0.031497251242399216, 0.9283868670463562, 0.08136830478906631, 0.04048514738678932, -1.0013409852981567, 0.603746771812439, 0.028165919706225395, -0.5529913902282715, -0.38075101375579834]"
2140,"[-0.6151325106620789, 0.14289018511772156, 0.4582608938217163, 0.16018417477607727, 0.6510571837425232, -0.7870257496833801, 0.3602067828178406, 0.28231844305992126, -0.4689074456691742, 0.232399120926857]"
2150,"[-0.17626884579658508, -0.11049357056617737, 0.743342399597168, 0.4478115141391754, 0.03128862753510475, -0.7145840525627136, 0.7071622610092163, 0.07022514939308167, -0.2902757227420807, -0.03301261365413666]"
2160,"[-0.6026052832603455, 0.505005955696106, 0.3067154586315155, -0.3741452097892761, -0.19512104988098145, -0.9164683818817139, 0.5377234220504761, 0.7008792161941528, -0.7238590121269226, -0.19668608903884888]"
2170,"[-0.6503155827522278, 0.9729655981063843, 0.20827625691890717, 0.3868391811847687, -0.6729624271392822, -0.23232880234718323, 0.6829063892364502, -0.8802030086517334, -0.06051550805568695, -0.34651631116867065]"
2180,"[0.35359615087509155, -0.3234168291091919, 0.5692148208618164, 0.41585472226142883, 0.5349341034889221, -1.4011484384536743, 0.2285054326057434, -0.5797755122184753, 0.05692559480667114, -0.051836512982845306]"
2190,"[-1.0427658557891846, 0.4072103202342987, 0.7494887709617615, 0.6652770042419434, -0.2879948019981384, -0.5586234927177429, 0.40324869751930237, -0.14587174355983734, 0.6708751320838928, -0.694938600063324]"
2200,"[-1.0897161960601807, -0.7132168412208557, -0.22765377163887024, 0.09990368783473969, -0.907496452331543, -0.7851260304450989, 0.0920061245560646, -0.3877193331718445, -0.5692337155342102, -1.2516674995422363]"
2210,"[-0.7911864519119263, 0.15554824471473694, 0.5539829730987549, -0.41131478548049927, 0.14057692885398865, -1.708316445350647, -0.07246965169906616, 0.06613541394472122, -0.29877573251724243, -0.761603832244873]"
2240,"[-0.22599786520004272, 0.57273268699646, 0.6833134889602661, 0.5940914154052734, -0.16907738149166107, -0.7313328385353088, 0.41910743713378906, 0.36070847511291504, 0.08636564016342163, 0.011672716587781906]"
2250,"[0.2859332859516144, -0.05173064395785332, 0.2314000427722931, 0.8571316599845886, 0.8952224850654602, -1.3316155672073364, -0.08105885237455368, 1.1378564834594727, -1.0239096879959106, -0.5850762724876404]"
2260,"[-0.034319303929805756, -0.09448479861021042, -0.0610201321542263, 0.8173189759254456, 0.5072866678237915, -0.877841055393219, 0.7551671266555786, -0.5888192653656006, 0.42197781801223755, -0.28262826800346375]"
2280,"[0.20777387917041779, -0.15384702384471893, 0.28892773389816284, 0.19437628984451294, -0.06969565898180008, -0.960830569267273, 0.672173798084259, 0.04877839609980583, -0.12971848249435425, -0.11802420020103455]"
